Comment,Class
나 안대인데 내가 틈 없게 확실히 막았음.. 아직도 어케했는지 모르겟어,0
어 형 낙지인데 주작 맞아 형 수산시장에서 사다가 저기 처박혔어,1
걍 잡힐때까지 찍은거 아니노?ㅋㅋㅋㅋㅋㅋㅋ,0
저것도 주작 아님?,0
가리비 꽈배기 보고 어르신 천문삼인것부터 되게 의심가네,0
안대 쓰고 잡는다 = 낙지 존나 많은 곳이라 손만 쑤시면 나오는 곳,1
낙지 하루에 80마리 씨발 한달에 천벌겠노,1
천 ㅇㅈㄹ 하루 100이다ㅋㅋㅋ 2천넘음,1
뭔 낙지가 그엏게 비쌈?,0
도매가랑 소매가는 다르다 한달 2천벌면 개나소나 갯벌들어가서 낙지잡아 병신들아,1
낙지 한마리에 얼마냐?,0
도매 팔천원 만원,0
ㄴ도매여도 개비싸네 ㄷㄷ,0
낙지호롱이 우흥,0
한동훈 잡이 ㄷㄷㄷ,0
이대남 이 미친새끼들,1
전두환 각하한테 당해보지도않고. 낙지 이러네 미친것들,1
주작이지 ㅂㅅ들아  - dc App,1
https://gall.dcinside.com/board/view/?id=baseball_new11&no=10371212&page=1 오늘자 만ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신,0
눈 가리고도 뽑음 ㅋㅋㅋㅋㅋㅋ,0
경력 40년이면 낙지하고 대화도 가능하겠누ㅋㅋㅋㅋ,0
뻘낙지 사먹지 마라 뻘이 뭐냐면 각종 해양 쓰레기 중금속 모래 다 섞인거다 양식낙지 사먹어라,0
그래서 존맛이였나 보네 계속 사먹어야지,0
돈복사기  - dc App,0
구멍 존나잘쑤시네,1
아구구 영감~거기는 그구녕이 아녀유우~ 그긴 똥구녕이여유~,1
일라오이 게이야...,1
하루 70마리면 ㅅㅂ 돈을 얼마를 버는거노 - dc App,1
낙지 존나 비싼데 강남 아파트 한채 샀겠노 ㅋㅋㅋ,1
자식들이 다 털어 갔지 ㅋㅋ  - dc App,0
저러니깐 낙지가 씨가 말랐지ㅋㅋㅋ,0
크툴루 사냥 전문가,0
https://gall.dcinside.com/board/view/?id=baseball_new11&no=10371212&page=1 오늘자 윤튜브 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
국내산 자연산 낙지 마리당 만원도 넘음,0
비겁하게 집에서 쉬고있는걸 잡아다가 꺼내버리네,0
돈 존나 벌겠노ㅋㅋㅋㅋ,1
부럽노,0
무의식의 경지,0
생활의달인 유명한 주작프로그램이자늠 ㅋㅋ,0
나도 어릴때 섬에서 자랐는데 몇년 캐다보면 낙지는 안보이는데 바지락 같은거는 있을만한 곳은 대충 훑으면 보임,0
이대녀 이 미친년들,1
저정도면 낙지랑 얘기하는거 아니노,0
고인물들 자비없노,0
두화이햄 ㅋㅋㅋㅋㅋㅋ,0
갯벌에 낙지 사는거 첨 봄,0
팩트) 그냥 낙지가 존나 많은 곳에 꿀빠는것 외지인이 몇마리 잡아가려고 하면 눈에 불을 켜고 발광함,1
ㅋㅋㅋㅋㅋ,0
인생 한번살듯 머리털도 한번 빠지면…. - dc App,0
차살돈으로 모발이식수술과 피티를 받았다면....,0
머리가 없는데 이식을 어케 하노 ㅋㅋㅋㅋㅋ,0
47살이겟지,0
97 아니면 96년생이란 소린데,0
27??????????????????,0
왼쪽이 27이라는거지?,0
마스크 쓴 사람이 채널주인이지? 27살이 회색바디 입은 사람이고,0
무슨 머리를  인형털 뽑아서 심는줄아나 ㅋ 심을 머리가 있어야 가능 ㅋㅋㅋㅋ   - dc App,0
그럼 가발이라도 쓰면 되잖아 그게 그렇게 어려워?,0
금리알빠노하고 지르라면서 머리보니까 스트레스 존나받는듯  - dc App,1
27?,0
아버지가 대신나온줄 ㅋㅋㅋㅋㅋㅋㅋ57아니냐,0
인생하드모드 지름길이노,0
차하고 관계없이 딱 보니까 이미 하드모드구만뭘ㅋ,0
차라리 다 미는게 나을듯  - dc App,0
아버지 그렇게 과소비 하시면 안돼요,0
그것도 파란색 미친놈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
아반떼 하브 풀옵으로 뽑아도 3000이고 세금이랑 1년치 보험료 까지 땡겨와도 3500이면 떡치겠구만 3500 승인나는 곳이 없어서 연 20퍼로 계약했다고?? 세후 230으로 3천대 자동차할부 승인 안나는거보면 취직 1년 미만일듯 그래 뭐 열심히 살면 3000쯤은 금리 20이어도 여유롭게 상환 가능함 나이 보니까 대학교+군대 끝난지 얼마 안되었고 풀할부 박는거보니깐 군대에서 모은 돈도 없는듯 초년생들 착각이 매월 따박따박 200씩 통장에 박히고 차에 얼마씩 나가니깐 남은 돈이 얼마고 계산해보면 살기 편해보이지 ㅋㅋ 현실은 그랜져 유지하는 사람들도 평균 이상임,0
멋지노 - dc App,0
57이노 - dc App,0
이사람은 ㅇㅈ ㅋㅋ,0
https://gall.dcinside.com/board/view/?id=baseball_new11&no=10371212&page=1 윤서인 근황ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
근데 저게 맞긴 해. 30대 40대 때 차 사서 굴리면 뭐함. 20대 때 즐겨야지. 어차피 저 사람 무직백수도 아니고 직장도 있는데 뭐,0
하고싶은거 다하게 좀 놔둬라..  - dc App,0
진지하게 53살처럼 보임,0
대신 소비해 주셔서 감사합니다 해야지.   - dc App,0
펨코글 싹 털어오냐?,0
77살이 아니고 27살 이라고?,0
좀더 빨리 사시지 ㅠㅠㅠ - dc App,0
67살 아니노??...?,0
와시발거 27???,1
즐기게 해줘라 .....  - dc App,0
2천짜리 아반떼가 2400이 되는 마법  - dc App,0
57세 아님?뭔 27?,0
67아님?,0
이사람은 봐줘라...,0
신은 없다,0
봐줘라 그럴수도잇지,0
탈모는 진짜.......사람을 저 정도로 늙어보이게 만드네,0
얼마나 이걸로 구박을 해댔으면 저렇게 됐냐? 좀 놔둬라,0
거짓말하지마 시발 저게 어떻게 27이야,1
아들인갑다 생각하며 봤는데ㅋㅋㅋ,0
ㅈㄹ 저런 주작을 믿냐?능지하고는 ㅉㅉㅉ,0
저 얼굴이 27이면 전국구 스타돼서 돈 쓸어 담겠구만 생각을 해봐라.,0
나이28에 아빠가 사준 레이끌고 회사다니니깐 쾌적하고 좋긴한데 혹시 여자사귈때 무시당할까 걱정되긴함,0
완얼 병신아,1
돈모아서 레이 팔고 다른차 사,0
대가리 털이나 심어라. 차를 살때냐  - dc App,0
47세 인거아닌가 - dc App,0
ㅋㅋ  - dc App,0
중고아반떼 얼마나한다고 금리좀 높아도 2~3년갚으면 갚겠네,0
야이 새끼들아 대가리에 털이 없는데 미래따위 알게 뭐냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
난처음에 키큰사람이 차주인줄알았음,0
27??? 지랄ㄴ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ머리부터 심어라 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  - dc App,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아니 머리스타일이 20대 후반맞음?,0
아 그저 ... 대단하다 한 국 남 자,0
다들 키보드에서 손 때!,0
스물 머?  - dc App,0
?????왜 너가 타노???  - dc App,0
하거시픈거다해  - dc App,0
ㅋㅋㅋㅋㅋㅋㅋ  - dc App,0
아반떼가 아니라 머리부터 좀...,0
한번사는 인생인데 힘좀 더 써보지,0
???????????????????????????,0
개소리 ㄴ 마스크 껴도 저정도면 최소 50대 후반같은데,0
현대케피탈 제2금웅임?,0
하 눈물난다. 괜시리;;;,0
그래..타라 미안하다,0
뭐 페라리라도 샀다고 ㅅㅂ 중고아반떼가지고 호들갑이여  - dc App,1
백종원인줄 알았다 ㄷㄷ,0
아반떼 n아니고 그냥 cn7? ㄷㄷㄷㄷ,0
미안합니다...뭐 그럴수도있지,0
머리나 심지...  - dc App,0
얜 차라도 안 샀으면....,0
이젠주작도 성의없이치네 ㅋㅋ,0
47세 아니노,0
27살 자식을 둔 게 아니라 27살이다? - dc App,0
나랑 한살차이노..,0
이런거 보면 왜케 화가 나지,0
인터뷰하는 사람하고 바뀐거 아님?,0
아반떼는 커녕 포르쉐를 몰아도 즐기기힘들어보이는데 ;;,1
흠 이미 늦은거 아닌가,0
대머리가 차 파는 놈 아니냐? 뭔 쟤가 27이야 장난치냐?,1
27살 아들이 있다고 해도 전혀 어색하지 않을 비쥬얼인데????,0
머리를 잃으니 인생에 무서울게없노,0
머라고 할려고 왔는데..머라 말 못하겠다..그냥 즐기게 해드리자,0
대놓구 사기방송하네...27은 개뿔...그럼 난 정자다,1
머리보면 이미 인생 끝내신거같은데..,1
나도 cn7 모는 200충인데 왜 쟤는 카푸어고 나는 한달에 50씩 저금하냐? 난 차 예전에 돈 모아둔거로 일시불 산거긴 한데,0
상태보니 현명한 소비같다,1
니애미 창녀에다가 사지찢겨서 통구이됐다고>,1
니 에미 노래방에서 템버린 잘치더라 조선족새끼야,1
ㅋㅋㅋㅋㅋ 시발 당당하겠네,1
손 놓은지 4-5년이면 재앙이가 놓으라고 한거 맞네 ㅋㅋㅋㅋㅋㅋ,1
헉 ㅋㅋ  - dc App,0
https://m.dcinside.com/board/baseball_new11/10367524남의 집에서 엉덩이 닦은 정수기 업체 직원,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"문재인 정부는 2018년 검찰 조직을 줄이면서 마약 담당 부서를 통폐합시켰다. 문재인 정권 당시 박상기 법무장관은 대검 강력부에서 마약수사 부서를 없앴다. 2021년 검·경 수사권 조정 이후부터는 검찰은 마약 밀수, 그 중에서도 500만 원 이상만 수사할 수 있게 됐다. 대검찰청의 마약범죄 모니터링 시스템은 예산이 끊기면서 가동을 멈췄다.ㅇㄱㄹㅇ",0
4~5년 강조한 이유가 있었노,0
ㄷㄷㄷ,0
와 4~5년이라고 일부러 말씀하신거 ㄷㄷㄷ 저 분 달창들한테 어떻게 되는 거 아니냐,0
이제알았냐 ㅋㅋ,0
또 너야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
와 ㅅㅂ - dc App,1
대 재 앙,0
병신아 어쨌든 마약으로 등록이 안됐으면 마약이 아니지 ㅋㅋㅋ 대마가 합법인 국가들이 있는 것처럼 마약이냐 아니냐는 법의 문제지 뭐 절대적 기준이 있는 것이 아님,1
ㄹㅇ 안걸리면 마약이 아니지 ㅋㅋ,0
당당해도 되네  - dc App,0
주작기 또 슬슬 돌리노,0
누가 생각나는구나...,0
고소기사떠서 맥락안에서 누굴 특정하는지 티내면 안 좋을텐데 하여간 스스로를 망하게하는 사람은 그 자신뿐이라는 문장이 생각나는구나,0
ㄴ 병신 ㅋ,1
ㄴ안 달아도 될 댓글 달아서 머리나쁜 티를 내는 댓글러야말로..뒷말 생략ㅋ,0
ㄴ병신 ㅋ,1
지디처럼 얼굴알려진 돈많은 놈들은 언론때문이라도 무슨수를 써서라도 확실하게 검사할꺼고 돈많고 얼굴 안알려진 재벌자식 정치인 자식들한테는 호재ㅋㅋㅋ,0
당당한표정의 그 뽕쟁이가 생각나네요,0
쥐 뒤,0
뽕쟁이가 당당한 이유,0
지디는 죄가없어서 당당할수있어도 이댓러 당당하기 힘들겠네 고소기사 떴던데ㅎ 법조계에서도 그러던데 이번 지디케이스 통신내역도 기각될정도로 입증할한 물증 자체가 아예없었다고...지디는 마약내사로 음성이였던게 이번이 첨이 아님 와이지시끄러울때도 제보도없는 지디는 전적한번있다는 이유만으로도 조사받았어도 음성이였어서 딴얘들만 적발된거고 그래서 쟁이란 니가쓴표현은,0
니댓은 허위사실 유포.명예훼손에도 해당됨 언행을 조심해야하는 이유.,0
걍 합법화 해야함 약쟁이 지 알아서 파멸하든말든,0
아 4~5년? ㅋㅋ,0
돈 많으면 피갈이 해서 마약성분 다 빼낸다는 카더라 있잖아 신장투석 하는 사람들 처럼,0
그거 요즘 힘들다고 들었음 정밀 기술 더 정교해져서,0
했다 쳐도 그냥 안타깝기만 하고 타인에게 해를끼친건 아니라 그냥 그런가보다 하는데..  약빠는인간들이 잘못한건 판매자가 더욱더 팔수있게끔 구매해서 마약판매가 이어지게한게 잘못이라면 잘못일듯,0
설마...G-용이도...?,0
흠..ㅋㅋ 안걸릴 자신 있어서 춤출만 했네,0
그 마약수사 총 책임자가 대머리두창이다,1
ㄴ반부패강력부장으로 기업인들 잡고 있었는데 또 날조하노 장애인ㅋㅋㅋㅋㅋ,0
지디 음성 떠서 굥 욕먹으니깐 미정갤 틀딱새끼들 음모론 퍼트리는거보소ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
GD의 승리의 하트브레이커나 들어야지  - dc App,0
대머리 두창 씹ㅋㄱㅋㅋ,1
"손 놓은지가 ""4~5년""",0
누구 이혼한 사위가 마약쟁이라고 그러지 않았냐,0
4-5년이면 혹시..?,0
훠 우연입니당 ㅋㅋ - dc App,0
에이 설마,0
민.좆.당. 문.재.앙.,1
약빨고 뒤지던가 ㅋㅋ 빠는새끼 인생망치는거아님? 국가는 마약류 단속만 열심히해주면 그만이고 ㅋㅋ,1
확실히 마약과 문재인 정권은 뭔가 있는듯 하다,0
어쩔 ㅋㅋ 궁민이 뽑어주는데 ㅋㅋ - dc App,0
또 그새끼야? 진짜 전방위적으로 나라 조져놓고갔노 ㅋㅋ,1
윤두창 븅신새끼 ㅋㅋ마약잡는다고 지랄해놓고못잡을꺼같으니까 븅신같은소리하지 ㅋㅋ제발 씨발 재앙이랑 재명이좀 조져라 씨발아못조지는이유가 재앙이 따까리라서인가 ㄹㅇ로 ㅋㅋ,1
훠어어어어어어어어어어어어어~~~~~~~,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ - dc App,0
고것은... 마약이 아니고 척수액이다...크-흠..훠ㅡ어어어어어어어어!!!,0
4-5년 ㅋㅋ,0
4~5년 ㅋㅋㅋㅋ 귀신같이 문재인 십새키때부터네 - dc App,1
지드래곤이 당당한 이유 ㅋㅋ,0
걍 냅둬,0
경찰 뻘짓한거 덮으려고 지랄을하는구나ㅋㅋ그냥 헛다리짚었다고 인정해라 경하다 추찰,1
그녀석 경찰서가서 당당했던 이유가 있었노,0
돈많아서 디자인을 잘한게 아니라 기냥 트렌드를 못따라간거였노,0
훠훠훠,0
딱 재앙이 씨발럼 정권찬탈하고부터네,1
의주빈들 직무유기 하는거봐라 힘붕이들이 혼좀 내줘야겠네,0
부검부터 해,0
어차피 못끊을테니 언젠간 잡히겠네  - dc App,0
개드래곤 이개같은 새끼 평소 행실보면 뭔가 강박증 잇는듯이 혼자서  오두방정 씹방정을 다 떨던데 이새끼는 무조건이라고 본다. 더 철저하게 조지고 조사해야 되ㅏㅁ,1
글쎄 아닌거 같던데,0
너 지금 우리지디오빠 저격한거임?너 고소 준비해라,0
쥐대마?,0
좆개의원새끼들이 또....,1
검출이 안된다는거지 등록안되있어도 마약으로 처벌함 법 병신임  - dc App,1
손놓은지 4~5년 됐다?,0
검출안되는 이유가 다 있구나ㅋ,0
해라그래라 몸병신되고 빨리 죽겠지,1
부동산 마약 남녀혐오 문크예거의 작품,0
이런데 마약 잡겠다고 설쳤노? ㅋㅋㅋ,0
대마는 솔직히 좆도 아니라고 봄,1
권씨도 저럴 가능성이 크지 행동을 보면 딱 마약한 새끼인데 안 나오자나,1
5년??????  재앙이누,0
시야 방해 ㅋㅋㅋ,0
저래도 이겼쥬?,0
ㅂㅅ들,1
아잉 내밀튼박사 포애타고 포흐애앵 패고 족키리 기관총 난사 해줘잉7,1
에반데..,0
ㅋㅋㅋㅋ 미친새끼노,1
짱평 ㅋㅋㅋ,0
옛날에 조선 관중들도 딱 저랬는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
쪽바리들이 함,1
쪽빨이들이 저런 짓 많이했지,1
ㄴ아닌데? 조센징인데?,1
ㄴ 날조해봤자 좆바리들이 했던거 똑똑히 남아있는데? 앰센년아? ㅋㅋ,1
짱개 ㅂㄷㅂㄷ하노  - dc App,0
그냥 2023년이나 지났는데도 저런 나라가 있다는게 신기할 뿐,0
저거 롯데팬이 하던거 아님? ㅋㅋㅋ 경상도 = 중국,0
개새끼야,1
어차피 무관딱인데 레이저 쏠수도있지 ㅇㅇ 공 어디차라고 알려줘서 기량에 도움됐다는 소수의견도 있음,0
???리그앙 6부리그 유관 꿀 존나 빨 예정인데?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
미친새끼 ㅋㅋㅋ,1
조센 매수심판 적극 수사하라.,1
좃센징이 축구장에서 하던짓1. 일본 대지진 축하현수막 검 (일본전)2. 히틀러와 나찌문양 들고 히틀러의 나라 집에가라고 드립침 (독일전),1
짱깨 바로 발작하노 ㅋㅋㅋ  - dc App,1
일뽕 = 짱퀴벌레 과학이노,1
짱센일체였노 ㅠㅠ,1
인구수는 졸라구 많은데 축구는 개같이 못하는 병신들ㅋㅋㅋ  - dc App,1
팩트) 한중일중에 그나마 정상적인 사고가 박힌 나라가 한국뿐이다,0
일뽕인척하는 중공 짱깨 화교 좆선족,1
ㄴㄴ 일본인데?  - dc App,0
페미 잘 패노 ㅋㅋ - dc App,1
위장일뽕들 존나 많다니까 중국까는데 바로 기어나오는거봐라 ㅋㅋ,1
1. 일본 대지진현수막은 한국이아니라 전북현대 (전라도) 이다,0
옛날 좃센징=현재 짱깨ㅋㅋ,1
2번 진짜냐 너무했네 마치 욱일기 들고 온 일본이랑 같자나,0
부진한강곤곤래,0
일본 대지진 축하는 잘한건데 왜 그라노,0
ㄴ조센징 학살하는건 잘한건데 왜그러노?,1
합송사진 ㅋㅋ 가짜뉴스 선동도 적당히 해야 믿지,0
위에 다 믿었다,0
팩트)저 지랄 했는데도 이강인은 알지도 못했다 ㅋㅋㅋㅋ 중국 병신들 ㅋㅋ,1
에미뒤진 짱퀴벌레들 ㅋㅋ - dc App,1
어차피 똥양인들 눈작아서 노상관 아님?,0
저것도 조센징이 했다할듯 ㅋㅋ,1
짱깨가 왜 바퀴벌레라 하는지 증명  - dc App,0
바퀴벌레와의 경기에서 인류의 승리다,0
믿을 수 없겠지만 2002년 한국도 그랬다스콜스가 개최 자격이 없는 나라라고 한국 욕했던게 그거 때문임 상대국 국가연주시 야유하고 경기도중 얼굴에다 레이저 쏨..  지금은 한국 관중수준이 좀 나아졌다지만예전에는 진짜 욕처먹어도 할말없는 수준임 ㅋㅋ,0
닥쳐 !!!!!!,0
또 586시발세대네  ㅋㅋㅋ 진짜 그 세대가 주류면 다 씹창임 ㅋㅋ,1
2002년때 레이져쏜 영상좀,0
사대남들 또 너야?,0
저새끼 짱깨인가 보네 2002년 레이저 기사 없는데?,1
왠 짱깨새끼가 한국도 똑같다고 날조선동함?그런식으로 좌빨선동질도 했겠지........?짱깨가 남의 나라에서 개소름이네 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
짱퀴벌레 ㅋ  - dc App,0
같이 축구해준것만해도 씨예씨예해도 모자랄 판에 씹새끼들이 ㅋㅋㅋㅋ,1
